Comprobante,Fecha,Año,Mes,Mes_nombre,Código producto,Nombre producto,Descripción,Marca,Costo
CC-3-69,2025-01-31,2025,1,Jan,LN602-9W-146*10,PANEL LED  REDONDO INCRUSTAR 9W 6500K  100-240V 146*10mm IP20  20AWG KLIC,PANEL LED  REDONDO INCRUSTAR 9W 6500K  100-240V 146*10mm IP20  20AWG KLIC,KLIC,30016.84
CC-3-69,2025-01-31,2025,1,Jan,LN602-9W-146*10,PANEL LED  REDONDO INCRUSTAR 9W 6500K  100-240V 146*10mm IP20  20AWG KLIC,PANEL LED  REDONDO INCRUSTAR 9W 6500K  100-240V 146*10mm IP20  20AWG KLIC,KLIC,0.0
CC-3-69,2025-01-31,2025,1,Jan,LN602-12W-146*10,PANEL LED REDONDO 12W INCRUSTAR 6500K  165-240V 146*10mm IP20 20AWG KLIC,PANEL LED REDONDO 12W INCRUSTAR 6500K  165-240V 146*10mm IP20 20AWG KLIC,KLIC,75042.08
CC-3-69,2025-01-31,2025,1,Jan,LN602-18W-220*10,PANEL LED REDONDO 18W INCRUSTAR 6500K 165-240V 220*10mm IP20 20AWG KLIC,PANEL LED REDONDO 18W INCRUSTAR 6500K 165-240V 220*10mm IP20 20AWG KLIC,KLIC,275623.32
CC-3-69,2025-01-31,2025,1,Jan,LN602-18W-220*10,PANEL LED REDONDO 18W INCRUSTAR 6500K 165-240V 220*10mm IP20 20AWG KLIC,PANEL LED REDONDO 18W INCRUSTAR 6500K 165-240V 220*10mm IP20 20AWG KLIC,KLIC,0.0
CC-3-69,2025-01-31,2025,1,Jan,LN602-24W-295*10,PANEL LED REDONDO 24W INCRUSTAR 6500K  100-240V 295*10mm IP20 20AWG KLIC,PANEL LED REDONDO 24W INCRUSTAR 6500K  100-240V 295*10mm IP20 20AWG KLIC,KLIC,33768.94
CC-3-69,2025-01-31,2025,1,Jan,AL506-12W-165*165*10,PANEL LED CUADRADO 12W INCRUSTAR 40-60W 6500K  100-240V 165*165*10mm IP20 20AWG KLIC,PANEL LED CUADRADO 12W INCRUSTAR 40-60W 6500K  100-240V 165*165*10mm IP20 20AWG KLIC,KLIC,4273.23
CC-3-69,2025-01-31,2025,1,Jan,AL506-18W-220*220*10,PANEL LED CUADRADO 18W INCRUSTAR 40-60W 6500K 100-240V 220*220*10mm IP20 20AWG KLIC,PANEL LED CUADRADO 18W INCRUSTAR 40-60W 6500K 100-240V 220*220*10mm IP20 20AWG KLIC,KLIC,12767.58
CC-3-69,2025-01-31,2025,1,Jan,AL506-24W-295*295*10,PANEL LED CUADRADO 24W INCRUSTAR 40-60W 6500K 100-240V 295*295*10mm IP20 20AWG KLIC,PANEL LED CUADRADO 24W INCRUSTAR 40-60W 6500K 100-240V 295*295*10mm IP20 20AWG KLIC,KLIC,12507.02
CC-3-69,2025-01-31,2025,1,Jan,LN821-6W-105*24,PANEL LED REDONDO SOBREPONER 6W 6500K 40-60W 100-240V IP20 105*24mm KLIC,PANEL LED REDONDO SOBREPONER 6W 6500K 40-60W 100-240V IP20 105*24mm KLIC,KLIC,9380.25
CC-3-69,2025-01-31,2025,1,Jan,LN821-12W-155*24,PANEL LED REDONDO SOBREPONER 12W 6500K  40-60W 100-240V IP20 155*24mm KLIC,PANEL LED REDONDO SOBREPONER 12W 6500K  40-60W 100-240V IP20 155*24mm KLIC,KLIC,85360.39
CC-3-69,2025-01-31,2025,1,Jan,LN821-18W-205*24,PANEL LED REDONDO SOBREPONER 18W 6500K 40-60W 100-240V IP20 205*24mm KLIC,PANEL LED REDONDO SOBREPONER 18W 6500K 40-60W 100-240V IP20 205*24mm KLIC,KLIC,80774.47
CC-3-69,2025-01-31,2025,1,Jan,LN821-24W-205*24,PANEL LED REDONDO SOBREPONER 24W 6500K 40-60W 100-240V IP20 205*24mm KLIC,PANEL LED REDONDO SOBREPONER 24W 6500K 40-60W 100-240V IP20 205*24mm KLIC,KLIC,135857.44
CC-3-69,2025-01-31,2025,1,Jan,LN607-48W-60*60,PANEL LED 60*60 6500K 100-240V 3360lm KLIC,PANEL LED 60*60 6500K 100-240V 3360lm KLIC,KLIC,407520.22
CC-3-69,2025-01-31,2025,1,Jan,LN607-48W-30*120,PANEL LED 30*120 6500K 48W 100-240V 3360lm KLIC,PANEL LED 30*120 6500K 48W 100-240V 3360lm KLIC,KLIC,40335.12
CC-3-69,2025-01-31,2025,1,Jan,LN607-30W-30*60,PANEL LED DE 30*60 6500K 30W 2100lm  KLIC,PANEL LED DE 30*60 6500K 30W 2100lm  KLIC,KLIC,108394.13
CC-3-69,2025-01-31,2025,1,Jan,SEN2,SENSOR DE PARED 180°110-130 V/AC KLIC,SENSOR DE PARED 180°110-130 V/AC KLIC,KLIC,181351.71
CC-3-69,2025-01-31,2025,1,Jan,SEN2,SENSOR DE PARED 180°110-130 V/AC KLIC,SENSOR DE PARED 180°110-130 V/AC KLIC,KLIC,0.0
CC-3-69,2025-01-31,2025,1,Jan,SEN5,SENSOR DE TECHO 360º 110-130V/AC KLIC,SENSOR DE TECHO 360º 110-130V/AC KLIC,KLIC,63681.55
CC-3-69,2025-01-31,2025,1,Jan,SEN6,SENSOR DE PARED DE 180°EN L 110-130V/AC KLIC,SENSOR DE PARED DE 180°EN L 110-130V/AC KLIC,KLIC,51591.43
CC-3-69,2025-01-31,2025,1,Jan,SEN22,FOTOCELDA 100-240V/AC 10A KLIC,FOTOCELDA 100-240V/AC 10A KLIC,KLIC,22043.61
CC-3-69,2025-01-31,2025,1,Jan,SEN27,SENSOR DE ROSETA 360°100-240V/AC 60W ROSCA E27 IP20 KLIC,SENSOR DE ROSETA 360°100-240V/AC 60W ROSCA E27 IP20 KLIC,KLIC,39397.06
CC-3-69,2025-01-31,2025,1,Jan,SEN32,SENSOR DE HUMO BLANCO CON BATERIA KLIC,SENSOR DE HUMO BLANCO CON BATERIA KLIC,KLIC,12923.91
CC-3-69,2025-01-31,2025,1,Jan,WS162-4092,TOMA DOBLE TIPO LEVINTON 15A BLANCA 125V 15A KLIC,TOMA DOBLE TIPO LEVINTON 15A BLANCA 125V 15A KLIC,KLIC,35644.99
CC-3-69,2025-01-31,2025,1,Jan,WS162-4091,TOMA DOBLE TIPO LEVINTON 15A NARANJA 125V 15A KLIC,TOMA DOBLE TIPO LEVINTON 15A NARANJA 125V 15A KLIC,KLIC,17509.82
CC-3-69,2025-01-31,2025,1,Jan,929002386597,BOMBILLO LED 6W 6500K PHILLIPS,BOMBILLO LED 6W 6500K PHILLIPS,PHILLIPS,1634.0
CC-3-69,2025-01-31,2025,1,Jan,929002386997,BOMBILLO LED 10W E27 6500K PHILLIPS,BOMBILLO LED 10W E27 6500K PHILLIPS,PHILLIPS,50160.0
CC-3-69,2025-01-31,2025,1,Jan,929001353511,,BOMBILLO LED 12W E27 6500K PHILLIPS,PHILLIPS,209524.0
CC-3-69,2025-01-31,2025,1,Jan,929000278111,BOMBILLO LED 14W E 27 6500K PHILLIPS,BOMBILLO LED 14W E 27 6500K PHILLIPS,PHILLIPS,45600.0
CC-3-69,2025-01-31,2025,1,Jan,28030102,SOCKET T8 ENERLUX,SOCKET T8 ENERLUX,ENERLUX,61055.73
CC-3-69,2025-01-31,2025,1,Jan,SOLEXO115GR,SOLDADURA EXOTERMICA 115 GR M GENE,SOLDADURA EXOTERMICA 115 GR M GENE,GENE,95671.44
CC-3-69,2025-01-31,2025,1,Jan,5504000,CONECTORES RETIE MC4 M.GENERICA,CONECTORES RETIE MC4 M.GENERICA,M.GENERICA,393547.35
CC-3-69,2025-01-31,2025,1,Jan,VACO5/8,VARILLA COBRE 5/8 2.40MTS,VARILLA COBRE 5/8 2.40MTS,2.40MTS,172983.0
CC-3-69,2025-01-31,2025,1,Jan,NX10011762,C. 10AWG CU VERDE THHN X MTS M. GEN,C. 10AWG CU VERDE THHN X MTS CENTELSA,CENTELSA,30400.0
CC-3-69,2025-01-31,2025,1,Jan,ALUM8MMDES,ALAMBRON DE ALUMINIO 8MM DESNUDO,ALAMBRON DE ALUMINIO 8MM DESNUDO,DESNUDO,332970.37
CC-3-69,2025-01-31,2025,1,Jan,CHAPUN1/4,CHAZO PUNTILLA 1/4,CHAZO PUNTILLA 1/4,1/4,133365.5
CC-3-69,2025-01-31,2025,1,Jan,TERMOJO6,TERMINAL DE OJO CERRADO # 6,TERMINAL DE OJO CERRADO # 6,6,13916.32
CC-3-69,2025-01-31,2025,1,Jan,SCH40-2,CURVA PVC SCH40 2 M. PLASTIMEC,CURVA PVC SCH40 2 M. PLASTIMEC,PLASTIMEC,73760.0
CC-3-69,2025-01-31,2025,1,Jan,50102,ALUMBRADO PUBLICO SOLAR 180 W M. CEB,ALUMBRADO PUBLICO SOLAR 180 W M. CEB,CEB,113600.01
CC-3-69,2025-01-31,2025,1,Jan,CFR-250,CABLE ALUMINIO 250 AWG THHW M. PROCABLES,CABLE ALUMINIO 250 AWG THHW M. PROCABLES,PROCABLES,1068120.0
CC-3-69,2025-01-31,2025,1,Jan,P29770-19,LED REFLECTOR JETA 50W DL UNV SYLVANIA,LED REFLECTOR JETA 50W DL UNV SYLVANIA,SYLVANIA,85138.86
CC-3-69,2025-01-31,2025,1,Jan,P29953-12,LED BRIO 3W WW MV SYLVANIA,LED BRIO 3W WW MV SYLVANIA,SYLVANIA,47250.04
CC-3-69,2025-01-31,2025,1,Jan,P29954-13,LED DECO STEP 4W WW MV SYLVANIA,LED DECO STEP 4W WW MV SYLVANIA,SYLVANIA,13349.06
CC-3-69,2025-01-31,2025,1,Jan,P29955-19,LED SIRIUS SINGLE 6W WW MV SYLVANIA,LED SIRIUS SINGLE 6W WW MV SYLVANIA,SYLVANIA,105245.0
CC-3-69,2025-01-31,2025,1,Jan,P29956-33,LED SIRIUS DOUBLE 12W WW MV,LED SIRIUS DOUBLE 12W WW MV,MV,62092.77
CC-3-69,2025-01-31,2025,1,Jan,P29958-33,LED ANTAR DOUBLE RD 18W WW MV SYLVANIA,LED ANTAR DOUBLE RD 18W WW MV SYLVANIA,SYLVANIA,32420.74
CC-3-69,2025-01-31,2025,1,Jan,P29960-33,LED ANTAR DOUBLE RD 18W WW MV SYLVANIA,LED ANTAR DOUBLE RD 18W WW MV SYLVANIA,SYLVANIA,315462.14
CC-3-69,2025-01-31,2025,1,Jan,P29961-33,LED AZZART RD 15W WW MV SYLVANIA,LED AZZART RD 15W WW MV SYLVANIA,SYLVANIA,225203.43
CC-3-69,2025-01-31,2025,1,Jan,P29962-33,LED AZZART SQ 15W WW MV SYLVANIA,LED AZZART SQ 15W WW MV SYLVANIA,SYLVANIA,56336.2
CC-3-69,2025-01-31,2025,1,Jan,P29963-33,LED ASTRO RD 15W WW MV SYLVANIA,LED ASTRO RD 15W WW MV SYLVANIA,SYLVANIA,184782.25
CC-3-69,2025-01-31,2025,1,Jan,P29963-33,LED ASTRO RD 15W WW MV SYLVANIA,LED ASTRO RD 15W WW MV SYLVANIA,SYLVANIA,0.0
CC-3-69,2025-01-31,2025,1,Jan,P29964-33,LED ASTRO SQ 15W WW MV SYLVANIA,LED ASTRO SQ 15W WW MV SYLVANIA,SYLVANIA,733927.33
CC-3-69,2025-01-31,2025,1,Jan,P29967-33,LED MOON 12W WW MV SYLVANIA,LED MOON 12W WW MV SYLVANIA,SYLVANIA,596977.58
CC-3-69,2025-01-31,2025,1,Jan,P29968-12,LED ARTIK 4W WW MV SYLVANIA,LED ARTIK 4W WW MV SYLVANIA,SYLVANIA,56590.91
CC-3-69,2025-01-31,2025,1,Jan,P29969-33,LED ARTIK 6W WW MV SYLVANIA,LED ARTIK 6W WW MV SYLVANIA,SYLVANIA,61082.11
CC-3-69,2025-01-31,2025,1,Jan,P29970-33,LED ARTIK 8W WW MV SYLVANIA,LED ARTIK 8W WW MV SYLVANIA,SYLVANIA,241811.52
CC-3-69,2025-01-31,2025,1,Jan,70246,GRAPA DOBLE ALA 2M. MAXWELL,GRAPA DOBLE ALA 2M. MAXWELL,MAXWELL,11200.0
CC-3-69,2025-01-31,2025,1,Jan,TERMI12,TERMINAL PIN CILINDRICO GRIS 12 AWG M.GENERICA,TERMINAL PIN CILINDRICO GRIS 12 AWG M.GENERICA,M.GENERICA,934.65
CC-3-69,2025-01-31,2025,1,Jan,TERMI6,TERMINAL PIN CILINDRICO GRIS 6AWG M.GENERICA,TERMINAL PIN CILINDRICO GRIS 6AWG M.GENERICA,M.GENERICA,45390.0
CC-3-69,2025-01-31,2025,1,Jan,TER-AMA-10,TERMOENCOGIBLE AMARILLO 10 X MT M. GENERICA,TERMOENCOGIBLE AMARILLO 10 X MT M. GENERICA,GENERICA,3780.0
CC-3-69,2025-01-31,2025,1,Jan,TER-AZU-10,TERMOENCOGIBLE AZUL 10 X MT M. GENERICA,TERMOENCOGIBLE AZUL 10 X MT M. GENERICA,GENERICA,3780.0
CC-3-69,2025-01-31,2025,1,Jan,TER-ROJ-10,TERMOENCOGIBLE ROJO 10 X MT M. GENERICA,TERMOENCOGIBLE ROJO 10 X MT M. GENERICA,GENERICA,3780.0
CC-3-69,2025-01-31,2025,1,Jan,P40073-39,LED EMERGENCIA AVISO 4S MARCA SYLVANIA,LED EMERGENCIA AVISO 4S MARCA SYLVANIA,SYLVANIA,52625.0
CC-3-69,2025-01-31,2025,1,Jan,TAB-TRI-INC12,TABLERO TRIFASICO CON PUERTA METALICO INCRUSTAR 12 CEB,TABLERO TRIFASICO CON PUERTA METALICO INCRUSTAR 12 CEB,CEB,102593.28
CC-3-69,2025-01-31,2025,1,Jan,P40065-16,LED EMERGENCIA 5W DL 45 PCS M. SYLVANIA,LED EMERGENCIA 5W DL 45 PCS M. SYLVANIA,SYLVANIA,17999.0
CC-3-69,2025-01-31,2025,1,Jan,P29772-22,LED REFLECTOR JETA 100W DL UNV M. SYLVANIA,LED REFLECTOR JETA 100W DL UNV M. SYLVANIA,SYLVANIA,244494.0
CC-3-69,2025-01-31,2025,1,Jan,70250,TUBO PVC SCH-40 1/2 M.CEB,TUBO PVC SCH-40 1/2 M.CEB,M.CEB,315044.07
CC-3-69,2025-01-31,2025,1,Jan,P29669-36,LED JETA SOLAR 4800LM DL SENSOR SYLVANIA,LED JETA SOLAR 4800LM DL SENSOR SYLVANIA,SYLVANIA,1259994.0
CC-3-69,2025-01-31,2025,1,Jan,70256,TUBO PVC 1/2 CEB,TUBO PVC 1/2 CEB,CEB,16250.0
CC-3-69,2025-01-31,2025,1,Jan,P29751-19,PANEL DECO RD 12W DL MV INC ST SYLVANIA,PANEL DECO RD 12W DL MV INC ST SYLVANIA,SYLVANIA,95984.0
CC-3-69,2025-01-31,2025,1,Jan,P29752-19,PANEL DECO RD 18W DL MV INC ST SYLVANIA,PANEL DECO RD 18W DL MV INC ST SYLVANIA,SYLVANIA,92985.0
CC-3-69,2025-01-31,2025,1,Jan,P29753-19,PANEL DECO RD 24W DL MV INC ST SYLVANIA,PANEL DECO RD 24W DL MV INC ST SYLVANIA,SYLVANIA,25197.0
CC-3-69,2025-01-31,2025,1,Jan,70251,TUBO PVC SCH-40 3/4 M. MAXWELL,TUBO PVC SCH-40 3/4 M. MAXWELL,MAXWELL,448840.74
CC-3-69,2025-01-31,2025,1,Jan,70263,TERMINAL SCH-40 3/4 M. MAXWELL,TERMINAL SCH-40 3/4 M. MAXWELL,MAXWELL,3905.92
CC-3-69,2025-01-31,2025,1,Jan,70275,CURVA SCH 40 PVC 1/2 M. MAXWELL,CURVA SCH 40 PVC 1/2 M. MAXWELL,MAXWELL,14885.17
CC-3-69,2025-01-31,2025,1,Jan,CNECTE25NE,"PAPEL CONTACT KLIPP NARANJA * 20MTR M, GENERICA","PAPEL CONTACT KLIPP NARANJA * 20MTR M, GENERICA",GENERICA,36974.79
CC-3-69,2025-01-31,2025,1,Jan,P40286-33,LED PANEL RD 18W WW MV SP SYLVANIA,LED PANEL RD 18W WW MV SP SULVANIA,SULVANIA,208160.18
CC-3-69,2025-01-31,2025,1,Jan,70188,SUPLEMENTO METALICO CEB,SUPLEMENTO METALICO CEB,CEB,5937.64
CC-3-69,2025-01-31,2025,1,Jan,030010069,CURVA SCH-40 3/4 M. GENERICA,CURVA SCH-40 3/4 M. GENERICA,GENERICA,17025.0
CC-3-69,2025-01-31,2025,1,Jan,61PCA100,PUNTA CAPT LISA C.BASE ALUM 5/8 100CM GENERICA,PUNTA CAPT LISA C.BASE ALUM 5/8 100CM GENERICA,GENERICA,270000.0
CC-3-69,2025-01-31,2025,1,Jan,26CPL06V,C. 6AWG VERDE FREETOX 600V X MT M PROCA,C. 6AWG VERDE FREETOX 600V X MT M PROCA,PROCA,638774.55
CC-3-69,2025-01-31,2025,1,Jan,26CS06R,CABLE SOLAR PV 6MM LS-FR-SR-TC ROJO GENE,CABLE SOLAR PV 6MM LS-FR-SR-TC ROJO GENE,GENE,4686976.19
CC-3-69,2025-01-31,2025,1,Jan,26CS06N,CABLE SOLAR PV 6MM LS-FR-SR-TC NEGRO GENE,CABLE SOLAR PV 6MM LS-FR-SR-TC NEGRO GENE,GENE,4879351.43
CC-3-69,2025-01-31,2025,1,Jan,70252,TUBO PVC SCH40 1 X3MTRS CEB,TUBO PVC SCH40 1 X3MTRS CEB,CEB,203753.32
CC-3-69,2025-01-31,2025,1,Jan,70277,"CURVA SCH 40 1"" M CEB",CURVA SCH 40 1 M CEB,CEB,4368.03
CC-3-69,2025-01-31,2025,1,Jan,70254,TUBO PVC SCH 40 1 1/2 X 3MRS CEB,TUBO PVC SCH 40 1 1/2 X 3MRS CEB,CEB,52679.36
CC-3-69,2025-01-31,2025,1,Jan,70245,GRAPA DOBLE ALA DE 1 1/2 CEB,GRAPA DOBLE ALA DE 1 1/2 CEB,CEB,8545.19
CC-3-69,2025-01-31,2025,1,Jan,26EP416,CABLE ENCAUCHETADO 4X16 AWG M PROCA,CABLE ENCAUCHETADO 4X16 AWG M PROCA,PROCA,1973187.6
CC-3-69,2025-01-31,2025,1,Jan,SEÑRIES,SEÑAL DE RIESGO M GENERICA,SEÑAL DE RIESGO M GENERICA,GENERICA,8000.0
CC-3-69,2025-01-31,2025,1,Jan,PIMABLR160,AEROSOL MASSO NARANJA OSCURO 7 M GENE,AEROSOL MASSO NARANJA OSCURO 7 M GENE,GENE,21848.74
CC-3-69,2025-01-31,2025,1,Jan,CONALURON,CONECTOR ALUMINIO ALAMBRON M GENE,CONECTOR ALUMINIO ALAMBRON M GENE,GENE,30016.15
CC-3-69,2025-01-31,2025,1,Jan,TERBI6-5/6,TERMINAL BIMETALICA 6AWG (5/16) M GENE,TERMINAL BIMETALICA 6AWG (5/16) M GENE,GENE,15126.0
CC-3-69,2025-01-31,2025,1,Jan,209117-7,C. 1/0AWG FREETOX NEGRO X MTRS M. GEN,C. 1/0AWG FREETOX NEGRO X MTRS M. CENTELSA,CENTELSA,2575733.4
CC-3-69,2025-01-31,2025,1,Jan,209115-1,C. 2AWG FREETOX NEGRO X MTRS M. M GEN,C. 2AWG FREETOX NEGRO X MTRS M. CENTELSA,CENTELSA,708448.71
CC-3-69,2025-01-31,2025,1,Jan,24CS04N,CABLE SOLAR PV 4MM LS-FR-SR-TC NEGRO M GEN,CABLE SOLAR PV 4MM LS-FR-SR-TC NEGRO CENTELSA,CENTELSA,836900.0
CC-3-69,2025-01-31,2025,1,Jan,80195,TABLERO PLASTICO DE SOBREPONER 6 CTOS MAXWELL,TABLERO PLASTICO DE SOBREPONER 6 CTOS MAXWELL,MAXWELL,13935.0
CC-3-69,2025-01-31,2025,1,Jan,501077,REFLECTOR LED SOLAR 200W CEB,REFLECTOR LED SOLAR 200W CEB,CEB,439376.46
CC-3-69,2025-01-31,2025,1,Jan,670,CAJA DE PASO METALICA 30X30X15 CON CHAPA M FEM,CAJA DE PASO METALICA 30X30X15 CON CHAPA M FEM,FEM,684625.1
CC-3-69,2025-01-31,2025,1,Jan,70269,UNION PVC SCH-40 3/4 MAXWELL,UNION PVC SCH-40 3/4 MAXWELL,MAXWELL,2021.82
CC-3-69,2025-01-31,2025,1,Jan,70253,TUBO PVC SCH40 1 1/4 MAXWELL,TUBO PVC SCH40 1 1/4,1/4,157773.0
CC-3-69,2025-01-31,2025,1,Jan,70244,GRAPA DOBLE ALA 1 1/4 MAXWELL,GRAPA DOBLE ALA 1 1/4,1/4,9210.0
CC-3-69,2025-01-31,2025,1,Jan,70255,TUBO PVC SCH40 2 MAXWELL,TUBO PVC SCH40 2,2,214137.0
CC-3-69,2025-01-31,2025,1,Jan,120030026,REGLETA E-115 PLASTICA 15 AMP  M. GENE,REGLETA E-115 PLASTICA 15 AMP  M. GENE,GENE,23922.8
CC-3-69,2025-01-31,2025,1,Jan,P40285-30,LED PANEL RD 12W WW MV SP SYLVANIA,LED PANEL RD 12W WW MV SP SYLVANIA,SYLVANIA,252768.0
CC-3-69,2025-01-31,2025,1,Jan,P40285-30,LED PANEL RD 12W WW MV SP SYLVANIA,LED PANEL RD 12W WW MV SP SYLVANIA,SYLVANIA,0.0
CC-3-69,2025-01-31,2025,1,Jan,P40129-41,LED JET SOLAR 3000LM DL SYLVANIA,LED JET SOLAR 3000LM DL SYLVANIA,SYLVANIA,929994.0
CC-3-69,2025-01-31,2025,1,Jan,24CS04R,CABLE SOLAR PV 4MM LS-FR-SR-TC ROJO M GEN,CABLE SOLAR PV 4MM LS-FR-SR-TC ROJO CENTELSA,CENTELSA,873950.0
CC-3-69,2025-01-31,2025,1,Jan,TERMOJO4,TERMINAL DE OJO CERRADO # 4,TERMINAL DE OJO CERRADO # 4,4,13104.0
CC-3-69,2025-01-31,2025,1,Jan,TERMOJO8,TERMINAL DE OJO CERRADO # 8,TERMINAL DE OJO CERRADO # 8,8,13104.0
CC-3-69,2025-01-31,2025,1,Jan,TERMOJO10,TERMINAL DE OJO CERRADO # 10,TERMINAL DE OJO CERRADO # 10,10,8568.0
CC-3-69,2025-01-31,2025,1,Jan,A9N18367,BREAKER TRIPOLAR 100 AMP RIEL (K60) SCHENEIDER,BREAKER TRIPOLAR 100 AMP RIEL (K60) SCHENEIDER,SCHENEIDER,263158.29
CC-3-69,2025-01-31,2025,1,Jan,P40412-19,PANEL DECO RD 18W WW MV SP ST SYLVANIA,PANEL DECO RD 18W WW MV SP ST SYLVANIA,SYLVANIA,110586.0
CC-3-69,2025-01-31,2025,1,Jan,DSE-2*100,BREAKER INDUSTRIAL 2*100 M GENE,BREAKER INDUSTRIAL 2*100 M GENE,GENE,150000.0
CC-3-69,2025-01-31,2025,1,Jan,PLACOB3/16, PLATINA EN COBRE DE 3/16 X 20 CM M GENE,PLATINA EN COBRE DE 3/16 X 20 CM M GENE,GENE,90000.0
CC-3-69,2025-01-31,2025,1,Jan,STICKSEÑ,STICKER 5X5 CM SEÑAL DE RIESGO ELÉCTRICO M GENE,STICKER 5X5 CM SEÑAL DE RIESGO ELÉCTRICO M GENE,GENE,20000.0
CC-3-69,2025-01-31,2025,1,Jan,NX10011771-MT,C. 14AWG CU NEGRO THHN/THWG-2 600V X MTR,C. 14AWG CU NEGRO THHN/THWG-2 600V X MTR CENTELSA,CENTELSA,73899.0
CC-3-70,2025-01-31,2025,1,Jan,1030000002,TUBO PVC 3/4 3 M CEB,TUBO PVC 3/4 3 M CEB,CEB,0.0
CC-3-70,2025-01-31,2025,1,Jan,C-033,TOMA DE INCRUSTAR CON POLO A TIERRA 20A 250V CODELCA,TOMA DE INCRUSTAR CON POLO A TIERRA 20A 250V CODELCA,CODELCA,8403.36
CC-3-70,2025-01-31,2025,1,Jan,20120,PANEL LED PASTEL INC 18W REDONDO 6500K CEB,PANEL LED PASTEL INC 18W REDONDO 6500K CEB,CEB,51772.06
CC-3-70,2025-01-31,2025,1,Jan,20121,PANEL LED PASTEL INC 24W REDONDO 6500K CEB,PANEL LED PASTEL INC 24W REDONDO 6500K CEB,CEB,16522.09
CC-3-70,2025-01-31,2025,1,Jan,20122,PANEL LED PASTEL INC 36W REDONDO 6500K CEB,PANEL LED PASTEL INC 36W REDONDO 6500K CEB,CEB,56603.13
CC-3-70,2025-01-31,2025,1,Jan,20126,PANEL LED PASTEL SP REDONDO 18W 6500K CEB,PANEL LED PASTEL SP REDONDO 18W 6500K CEB,CEB,104226.68
