Tipo,Código producto,Nombre producto,Referencia fábrica,Categoría,Estado,Impuesto cargo,Descripción larga,Es incluido,Inventariable,Saldo cantidades,Visible en facturas de venta,Stock mínimo,Precio de venta 1,Precio de venta 2
Producto,10600,SOLDADURA PVC 1 1/6 M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,10665,LIMPIADOR PVC-CPVC 1/32 M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,110220P,BOBINA CONTACTOR 9-18 CHINT,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,120030026,REGLETA E-115 PLASTICA 15 AMP  M. GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,12075682,CONTACTOR CWB25-11-30D23,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,12140454,RELE SOBRECARGA AZ RW27-2D3-U023,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,12162818,CAJA 1 MEDIDOR TRIFASICO INDUSTRIAL 60X60X20 MODEVER,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,12565,DISCO PULIR METAL TRUPPER 4 1/2 M GENER,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,130040007,TUBO EMT 3/4 3MTRS COLMENA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,138130005,"CURVA PVC  6"" 90 GRADOS PLASTIMEC",,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,140004000012,ALAMBRE GALVANIZADO #12 X 1 K M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,144045,CAJA 5800 PVC RETIE EJG,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,1545034,TORNILLO LAM AUTOR C/ARAN NEOPRENO 10*2 M.GENERICA,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,1546041,TORNILLO HEX LAM AUTOR PUNTA BROCA 10*3 GENERICO,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,1599712-1,CONECTOR PARA TIERRA TGC 5/8-2 M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,163SE6,EXTRACTOR STROM 6,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,165OR4A,ROLLO CINTA AISLANTE NARANJA M. 3M,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,1977,TABLERO 8 CTOS BIFASICO PUERTA METALICA M.FEM,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,1SDA066702R1,INTERRUPTOR DE CAJA MOLDEADA 3X50 A M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,1SDA068780R1,INTERRUPTOR DE CAJA MOLDEADA 3X150A M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20003000017,CONECTOR RESORTE 18*8 AWG ROJO-AMARILLO M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,2001,BREAKER 15 AMP ENCHUFABLE MONOPOLAR M GENE,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,200300R1BL,A. 14AWG CU BCO 100 THHN/THWN-2 600V ROLLO 100 MTRS,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20100B,PANEL LED REDONDO INC 3W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20100C,PANEL LED REDONDO INC 3W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20101B,PANEL LED REDONDO INC 6W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20101C,PANEL LED REDONDO INC 6W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,2.0,SI,0.0,,
Producto,20102B,PANEL LED REDONDO INC 9W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20102C,PANEL LED REDONDO INC 9W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20103B,PANEL LED REDONDO INC 12W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20103C,PANEL LED REDONDO INC 12W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20104B,PANEL LED REDONDO INC 18W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20104C,PANEL LED REDONDO INC 18W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20105B,PANEL LED REDONDO INC 24W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20105C,PANEL LED REDONDO INC 24W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20106,PANEL LED CUADRADO INC 6W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20107,PANEL LED CUADRADO INC 9W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20108,PANEL LED CUADRADO INC 12W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20109,PANEL LED CUADRADO INC 18W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20110,PANEL LED CUADRADO INC 24W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20111B,PANEL LED REDONDO SP 6W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20111C,PANEL LED REDONDO SP 6W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20112B,PANEL LED REDONDO SP 12W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20112C,PANEL LED REDONDO SP 12W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20113B,PANEL LED REDONDO SP 18W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20113C,PANEL LED REDONDO SP 18W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20114B,PANEL LED REDONDO SP 24W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,4.0,SI,0.0,,
Producto,20114C,PANEL LED REDONDO SP 24W 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20115,PANEL LED CUADRADO SP 6W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20116,PANEL LED CUADRADO SP 12W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20117,PANEL LED CUADRADO SP 18W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,2.0,SI,0.0,,
Producto,20118,PANEL LED CUADRADO SP 24W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20119,PANEL LED PASTEL INC 9W REDONDO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,2.0,SI,0.0,,
Producto,20120,PANEL LED PASTEL INC 18W REDONDO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,14.0,SI,0.0,,
Producto,20121,PANEL LED PASTEL INC 24W REDONDO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,13.0,SI,0.0,,
Producto,20122,PANEL LED PASTEL INC 36W REDONDO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20123,PANEL LED PASTEL INC 18W CUADRADO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20124,PANEL LED PASTEL INC 24W CUADRADO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20125,PANEL LED PASTEL INC 36W CUADRADO 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20126,PANEL LED PASTEL SP REDONDO 18W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,11.0,SI,0.0,,
Producto,20127,PANEL LED PASTEL SP REDONDO 24W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,24.0,SI,0.0,,
Producto,20128,PANEL LED PASTEL SP REDONDO 36W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20129,PANEL LED PASTEL SP CUADRADO 18W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,5.0,SI,0.0,,
Producto,20130,PANEL LED PASTEL SP CUADRADO 24W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20131,PANEL LED PASTEL SP CUADRADO 36W 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,1.0,SI,0.0,,
Producto,20132B,PANEL LED RECTANGULAR 30W 30X60 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20132C,PANEL LED 30W 30X60 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20133B,PANEL LED  52W 60X60 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20133C,PANEL LED 52W 60X60 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20134B,PANEL LED RECTANGULAR 52W 30X1.20 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20134C,PANEL LED 52W 30X1.20 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20140B,TUBO LED 9W 60CM 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,6.0,SI,0.0,,
Producto,20140C,TUBO LED 9W 60CM 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20141B,TUBO LED 18W 1.20CM 6500K CEB,,Productos,Activo,IVA 19%,,Si,Si,17.0,SI,0.0,,
Producto,20141C,TUBO LED 18W 1.20CM 4100K CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20142,DRIVER LED 6W CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20143,DRIVER LED 9W CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20144,DRIVER LED 8W A 12W CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20145,DRIVER LED 18W CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20146,DRIVER LED 24W CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20147,DRIVER LED 52W CEB,,Productos,Activo,IVA 19%,,Si,Si,0.0,SI,0.0,,
Producto,20148,MARCO ALUMINIO SOBREPONER 60X60 CEB,,Productos,Activo,IVA 19%,,Si,Si,13.0,SI,0.0,,
Producto,20149,MARCO ALUMINIO SOBREPONER 30X120 CEB,,Productos,Activo,IVA 19%,,Si,Si,36.0,SI,0.0,,
